exam_year,score,rank,section_num,category,subject_type,batch,rank_percent,total_student
2024,646,14955,572,普通类,综合类,一段,0.0532,281057
2024,645,15554,599,普通类,综合类,一段,0.0553,281057
2024,644,16134,580,普通类,综合类,一段,0.0574,281057
2024,643,16712,578,普通类,综合类,一段,0.0595,281057
2024,642,17268,556,普通类,综合类,一段,0.0614,281057
2024,641,17926,658,普通类,综合类,一段,0.0638,281057
2024,640,18593,667,普通类,综合类,一段,0.0662,281057
2024,639,19229,636,普通类,综合类,一段,0.0684,281057
2024,638,19915,686,普通类,综合类,一段,0.0709,281057
2024,637,20550,635,普通类,综合类,一段,0.0731,281057
2024,636,21222,672,普通类,综合类,一段,0.0755,281057
2024,635,21917,695,普通类,综合类,一段,0.078,281057
2024,634,22625,708,普通类,综合类,一段,0.0805,281057
2024,633,23369,744,普通类,综合类,一段,0.0831,281057
2024,632,24121,752,普通类,综合类,一段,0.0858,281057
2024,631,24862,741,普通类,综合类,一段,0.0885,281057
2024,630,25630,768,普通类,综合类,一段,0.0912,281057
2024,629,26395,765,普通类,综合类,一段,0.0939,281057
2024,628,27233,838,普通类,综合类,一段,0.0969,281057
2024,627,28031,798,普通类,综合类,一段,0.0997,281057
2024,626,28859,828,普通类,综合类,一段,0.1027,281057
2024,625,29684,825,普通类,综合类,一段,0.1056,281057
2024,624,30527,843,普通类,综合类,一段,0.1086,281057
2024,623,31431,904,普通类,综合类,一段,0.1118,281057
2024,622,32319,888,普通类,综合类,一段,0.115,281057
2024,621,33166,847,普通类,综合类,一段,0.118,281057
2024,620,34040,874,普通类,综合类,一段,0.1211,281057
2024,619,34943,903,普通类,综合类,一段,0.1243,281057
2024,618,35872,929,普通类,综合类,一段,0.1276,281057
2024,617,36782,910,普通类,综合类,一段,0.1309,281057
2024,616,37756,974,普通类,综合类,一段,0.1343,281057
2024,615,38698,942,普通类,综合类,一段,0.1377,281057
2024,614,39662,964,普通类,综合类,一段,0.1411,281057
2024,613,40636,974,普通类,综合类,一段,0.1446,281057
2024,612,41578,942,普通类,综合类,一段,0.1479,281057
2024,611,42539,961,普通类,综合类,一段,0.1514,281057
2024,610,43538,999,普通类,综合类,一段,0.1549,281057
2024,609,44504,966,普通类,综合类,一段,0.1583,281057
2024,608,45534,1030,普通类,综合类,一段,0.162,281057
2024,607,46588,1054,普通类,综合类,一段,0.1658,281057
2024,606,47617,1029,普通类,综合类,一段,0.1694,281057
2024,605,48700,1083,普通类,综合类,一段,0.1733,281057
2024,604,49767,1067,普通类,综合类,一段,0.1771,281057
2024,603,50832,1065,普通类,综合类,一段,0.1809,281057
2024,602,51879,1047,普通类,综合类,一段,0.1846,281057
2024,601,52959,1080,普通类,综合类,一段,0.1884,281057
2024,600,53964,1005,普通类,综合类,一段,0.192,281057
2024,599,55083,1119,普通类,综合类,一段,0.196,281057
2024,598,56226,1143,普通类,综合类,一段,0.2001,281057
2024,597,57294,1068,普通类,综合类,一段,0.2039,281057
2024,596,58350,1056,普通类,综合类,一段,0.2076,281057
2024,595,59456,1106,普通类,综合类,一段,0.2115,281057
2024,594,60552,1096,普通类,综合类,一段,0.2154,281057
2024,593,61700,1148,普通类,综合类,一段,0.2195,281057
2024,592,62826,1126,普通类,综合类,一段,0.2235,281057
2024,591,63879,1053,普通类,综合类,一段,0.2273,281057
2024,590,64989,1110,普通类,综合类,一段,0.2312,281057
2024,589,66108,1119,普通类,综合类,一段,0.2352,281057
2024,588,67278,1170,普通类,综合类,一段,0.2394,281057
2024,587,68427,1149,普通类,综合类,一段,0.2435,281057
2024,586,69482,1055,普通类,综合类,一段,0.2472,281057
2024,585,70673,1191,普通类,综合类,一段,0.2515,281057
2024,584,71793,1120,普通类,综合类,一段,0.2554,281057
2024,583,72897,1104,普通类,综合类,一段,0.2594,281057
2024,582,74014,1117,普通类,综合类,一段,0.2633,281057
2024,581,75189,1175,普通类,综合类,一段,0.2675,281057
2024,580,76357,1168,普通类,综合类,一段,0.2717,281057
2024,579,77521,1164,普通类,综合类,一段,0.2758,281057
2024,578,78685,1164,普通类,综合类,一段,0.28,281057
2024,577,79785,1100,普通类,综合类,一段,0.2839,281057
2024,576,80941,1156,普通类,综合类,一段,0.288,281057
2024,575,82074,1133,普通类,综合类,一段,0.292,281057
2024,574,83216,1142,普通类,综合类,一段,0.2961,281057
2024,573,84434,1218,普通类,综合类,一段,0.3004,281057
2024,572,85567,1133,普通类,综合类,一段,0.3044,281057
2024,571,86723,1156,普通类,综合类,一段,0.3086,281057
2024,570,87874,1151,普通类,综合类,一段,0.3127,281057
2024,569,89008,1134,普通类,综合类,一段,0.3167,281057
2024,568,90200,1192,普通类,综合类,一段,0.3209,281057
2024,567,91401,1201,普通类,综合类,一段,0.3252,281057
2024,566,92583,1182,普通类,综合类,一段,0.3294,281057
2024,565,93773,1190,普通类,综合类,一段,0.3336,281057
2024,564,94935,1162,普通类,综合类,一段,0.3378,281057
2024,563,96123,1188,普通类,综合类,一段,0.342,281057
2024,562,97261,1138,普通类,综合类,一段,0.3461,281057
2024,561,98484,1223,普通类,综合类,一段,0.3504,281057
2024,560,99605,1121,普通类,综合类,一段,0.3544,281057
2024,559,100810,1205,普通类,综合类,一段,0.3587,281057
2024,558,102022,1212,普通类,综合类,一段,0.363,281057
2024,557,103166,1144,普通类,综合类,一段,0.3671,281057
2024,556,104399,1233,普通类,综合类,一段,0.3715,281057
2024,555,105580,1181,普通类,综合类,一段,0.3757,281057
2024,554,106792,1212,普通类,综合类,一段,0.38,281057
2024,553,108043,1251,普通类,综合类,一段,0.3844,281057
2024,552,109207,1164,普通类,综合类,一段,0.3886,281057
2024,551,110356,1149,普通类,综合类,一段,0.3926,281057
2024,550,111550,1194,普通类,综合类,一段,0.3969,281057
2024,549,112723,1173,普通类,综合类,一段,0.4011,281057
2024,548,113897,1174,普通类,综合类,一段,0.4052,281057
2024,547,115121,1224,普通类,综合类,一段,0.4096,281057
2024,546,116262,1141,普通类,综合类,一段,0.4137,281057
2024,545,117388,1126,普通类,综合类,一段,0.4177,281057
2024,544,118613,1225,普通类,综合类,一段,0.422,281057
2024,543,119811,1198,普通类,综合类,一段,0.4263,281057
2024,542,120947,1136,普通类,综合类,一段,0.4303,281057
2024,541,122088,1141,普通类,综合类,一段,0.4344,281057
2024,540,123299,1211,普通类,综合类,一段,0.4387,281057
2024,539,124529,1230,普通类,综合类,一段,0.4431,281057
2024,538,125644,1115,普通类,综合类,一段,0.447,281057
2024,537,126760,1116,普通类,综合类,一段,0.451,281057
2024,536,127959,1199,普通类,综合类,一段,0.4553,281057
2024,535,129108,1149,普通类,综合类,一段,0.4594,281057
2024,534,130262,1154,普通类,综合类,一段,0.4635,281057
2024,533,131410,1148,普通类,综合类,一段,0.4676,281057
2024,532,132571,1161,普通类,综合类,一段,0.4717,281057
2024,531,133720,1149,普通类,综合类,一段,0.4758,281057
2024,530,134888,1168,普通类,综合类,一段,0.4799,281057
2024,529,136047,1159,普通类,综合类,一段,0.4841,281057
2024,528,137276,1229,普通类,综合类,一段,0.4884,281057
2024,527,138463,1187,普通类,综合类,一段,0.4927,281057
2024,526,139629,1166,普通类,综合类,一段,0.4968,281057
2024,525,140831,1202,普通类,综合类,一段,0.5011,281057
2024,524,142020,1189,普通类,综合类,一段,0.5053,281057
2024,523,143138,1118,普通类,综合类,一段,0.5093,281057
2024,522,144339,1201,普通类,综合类,一段,0.5136,281057
2024,521,145558,1219,普通类,综合类,一段,0.5179,281057
2024,520,146720,1162,普通类,综合类,一段,0.522,281057
2024,519,147926,1206,普通类,综合类,一段,0.5263,281057
2024,518,149046,1120,普通类,综合类,一段,0.5303,281057
2024,517,150283,1237,普通类,综合类,一段,0.5347,281057
2024,516,151417,1134,普通类,综合类,一段,0.5387,281057
2024,515,152597,1180,普通类,综合类,一段,0.5429,281057
2024,514,153718,1121,普通类,综合类,一段,0.5469,281057
2024,513,154892,1174,普通类,综合类,一段,0.5511,281057
2024,512,156019,1127,普通类,综合类,一段,0.5551,281057
2024,511,157144,1125,普通类,综合类,一段,0.5591,281057
2024,510,158224,1080,普通类,综合类,一段,0.563,281057
2024,509,159347,1123,普通类,综合类,一段,0.567,281057
2024,508,160423,1076,普通类,综合类,一段,0.5708,281057
2024,507,161632,1209,普通类,综合类,一段,0.5751,281057
2024,506,162817,1185,普通类,综合类,一段,0.5793,281057
2024,505,163967,1150,普通类,综合类,一段,0.5834,281057
2024,504,165150,1183,普通类,综合类,一段,0.5876,281057
2024,503,166276,1126,普通类,综合类,一段,0.5916,281057
2024,502,167390,1114,普通类,综合类,一段,0.5956,281057
2024,501,168488,1098,普通类,综合类,一段,0.5995,281057
2024,500,169548,1060,普通类,综合类,一段,0.6033,281057
2024,499,170673,1125,普通类,综合类,一段,0.6073,281057
2024,498,171763,1090,普通类,综合类,一段,0.6111,281057
2024,497,172857,1094,普通类,综合类,一段,0.615,281057
2024,496,173879,1022,普通类,综合类,一段,0.6187,281057
2024,495,174889,1010,普通类,综合类,一段,0.6223,281057
2024,494,175935,1046,普通类,综合类,一段,0.626,281057
2024,493,176984,1049,普通类,综合类,一段,0.6297,281057
2024,492,178059,1075,普通类,综合类,一段,0.6335,281057
2024,491,179102,1043,普通类,综合类,一段,0.6372,281057
2024,490,180216,1114,普通类,综合类,一段,0.6412,281057
2024,489,181227,1011,普通类,综合类,一段,0.6448,281057
2024,488,182259,1032,普通类,综合类,一段,0.6485,281057
2024,487,183284,1025,普通类,综合类,一段,0.6521,281057
2024,486,184301,1017,普通类,综合类,一段,0.6557,281057
2024,485,185279,978,普通类,综合类,一段,0.6592,281057
2024,484,186257,978,普通类,综合类,一段,0.6627,281057
2024,483,187304,1047,普通类,综合类,一段,0.6664,281057
2024,482,188274,970,普通类,综合类,一段,0.6699,281057
2024,481,189277,1003,普通类,综合类,一段,0.6734,281057
2024,480,190301,1024,普通类,综合类,一段,0.6771,281057
2024,479,191297,996,普通类,综合类,一段,0.6806,281057
2024,478,192252,955,普通类,综合类,一段,0.684,281057
2024,477,193212,960,普通类,综合类,一段,0.6874,281057
2024,476,194202,990,普通类,综合类,一段,0.691,281057
2024,475,195193,991,普通类,综合类,一段,0.6945,281057
2024,474,196160,967,普通类,综合类,一段,0.6979,281057
2024,473,197037,877,普通类,综合类,一段,0.7011,281057
2024,472,197948,911,普通类,综合类,一段,0.7043,281057
2024,471,198840,892,普通类,综合类,一段,0.7075,281057
2024,470,199744,904,普通类,综合类,一段,0.7107,281057
2024,469,200675,931,普通类,综合类,一段,0.714,281057
2024,468,201563,888,普通类,综合类,一段,0.7172,281057
2024,467,202451,888,普通类,综合类,一段,0.7203,281057
2024,466,203367,916,普通类,综合类,一段,0.7236,281057
2024,465,204251,884,普通类,综合类,一段,0.7267,281057
2024,464,205186,935,普通类,综合类,一段,0.7301,281057
2024,463,205952,766,普通类,综合类,一段,0.7328,281057
2024,462,206774,822,普通类,综合类,一段,0.7357,281057
2024,461,207638,864,普通类,综合类,一段,0.7388,281057
2024,460,208490,852,普通类,综合类,一段,0.7418,281057
2024,459,209298,808,普通类,综合类,一段,0.7447,281057
2024,458,210135,837,普通类,综合类,一段,0.7477,281057
2024,457,210951,816,普通类,综合类,一段,0.7506,281057
2024,456,211759,808,普通类,综合类,一段,0.7534,281057
2024,455,212611,852,普通类,综合类,一段,0.7565,281057
2024,454,213416,805,普通类,综合类,一段,0.7593,281057
2024,453,214219,803,普通类,综合类,一段,0.7622,281057
2024,452,214982,763,普通类,综合类,一段,0.7649,281057
2024,451,215741,759,普通类,综合类,一段,0.7676,281057
2024,450,216519,778,普通类,综合类,一段,0.7704,281057
2024,449,217319,800,普通类,综合类,一段,0.7732,281057
2024,448,218121,802,普通类,综合类,一段,0.7761,281057
2024,447,218876,755,普通类,综合类,一段,0.7788,281057
2024,446,219636,760,普通类,综合类,一段,0.7815,281057
2024,445,220349,713,普通类,综合类,一段,0.784,281057
2024,444,221080,731,普通类,综合类,一段,0.7866,281057
2024,443,221799,719,普通类,综合类,一段,0.7892,281057
2024,442,222476,677,普通类,综合类,一段,0.7916,281057
2024,441,223223,747,普通类,综合类,一段,0.7942,281057
2024,440,223968,745,普通类,综合类,一段,0.7969,281057
2024,439,224675,707,普通类,综合类,一段,0.7994,281057
2024,438,225355,680,普通类,综合类,一段,0.8018,281057
2024,437,226038,683,普通类,综合类,一段,0.8042,281057
2024,436,226745,707,普通类,综合类,一段,0.8068,281057
2024,435,227414,669,普通类,综合类,一段,0.8091,281057
2024,434,228090,676,普通类,综合类,一段,0.8115,281057
2024,433,228741,651,普通类,综合类,一段,0.8139,281057
2024,432,229394,653,普通类,综合类,一段,0.8162,281057
2024,431,230077,683,普通类,综合类,一段,0.8186,281057
2024,430,230716,639,普通类,综合类,一段,0.8209,281057
2024,429,231377,661,普通类,综合类,一段,0.8232,281057
2024,428,232000,623,普通类,综合类,一段,0.8255,281057
2024,427,232620,620,普通类,综合类,一段,0.8277,281057
2024,426,233237,617,普通类,综合类,一段,0.8299,281057
2024,425,233874,637,普通类,综合类,一段,0.8321,281057
2024,424,234550,676,普通类,综合类,一段,0.8345,281057
2024,423,235150,600,普通类,综合类,一段,0.8367,281057
2024,422,235792,642,普通类,综合类,一段,0.8389,281057
2024,421,236392,600,普通类,综合类,一段,0.8411,281057
2024,420,236974,582,普通类,综合类,一段,0.8432,281057
2024,419,237568,594,普通类,综合类,一段,0.8453,281057
2024,418,238162,594,普通类,综合类,一段,0.8474,281057
2024,417,238715,553,普通类,综合类,一段,0.8493,281057
2024,416,239296,581,普通类,综合类,一段,0.8514,281057
2024,415,239861,565,普通类,综合类,一段,0.8534,281057
2024,414,240465,604,普通类,综合类,一段,0.8556,281057
2024,413,241030,565,普通类,综合类,一段,0.8576,281057
2024,412,241608,578,普通类,综合类,一段,0.8596,281057
2024,411,242129,521,普通类,综合类,一段,0.8615,281057
2024,410,242740,611,普通类,综合类,一段,0.8637,281057
2024,409,243296,556,普通类,综合类,一段,0.8656,281057
2024,408,243842,546,普通类,综合类,一段,0.8676,281057
2024,407,244353,511,普通类,综合类,一段,0.8694,281057
2024,406,244904,551,普通类,综合类,一段,0.8714,281057
2024,405,245447,543,普通类,综合类,一段,0.8733,281057
2024,404,245955,508,普通类,综合类,一段,0.8751,281057
2024,403,246483,528,普通类,综合类,一段,0.877,281057
2024,402,247007,524,普通类,综合类,一段,0.8789,281057
2024,401,247510,503,普通类,综合类,一段,0.8806,281057
2024,400,248007,497,普通类,综合类,一段,0.8824,281057
2024,399,248477,470,普通类,综合类,一段,0.8841,281057
2024,398,248953,476,普通类,综合类,一段,0.8858,281057
2024,397,249421,468,普通类,综合类,一段,0.8874,281057
2024,396,249883,462,普通类,综合类,一段,0.8891,281057
2024,395,250366,483,普通类,综合类,一段,0.8908,281057
2024,394,250808,442,普通类,综合类,一段,0.8924,281057
2024,393,251263,455,普通类,综合类,一段,0.894,281057
2024,392,251741,478,普通类,综合类,一段,0.8957,281057
2024,391,252188,447,普通类,综合类,一段,0.8973,281057
2024,390,252642,454,普通类,综合类,一段,0.8989,281057
2024,389,253072,430,普通类,综合类,一段,0.9004,281057
2024,388,253513,441,普通类,综合类,一段,0.902,281057
2024,387,253930,417,普通类,综合类,一段,0.9035,281057
2024,386,254362,432,普通类,综合类,一段,0.905,281057
2024,385,254795,433,普通类,综合类,一段,0.9066,281057
2024,384,255215,420,普通类,综合类,一段,0.9081,281057
2024,383,255602,387,普通类,综合类,一段,0.9094,281057
2024,382,256040,438,普通类,综合类,一段,0.911,281057
2024,381,256441,401,普通类,综合类,一段,0.9124,281057
2024,380,256833,392,普通类,综合类,一段,0.9138,281057
2024,379,257257,424,普通类,综合类,一段,0.9153,281057
2024,378,257640,383,普通类,综合类,一段,0.9167,281057
2024,377,257990,350,普通类,综合类,一段,0.9179,281057
2024,376,258356,366,普通类,综合类,一段,0.9192,281057
2024,375,258711,355,普通类,综合类,一段,0.9205,281057
2024,374,259105,394,普通类,综合类,一段,0.9219,281057
2024,373,259472,367,普通类,综合类,一段,0.9232,281057
2024,372,259840,368,普通类,综合类,一段,0.9245,281057
2024,371,260202,362,普通类,综合类,一段,0.9258,281057
2024,370,260568,366,普通类,综合类,一段,0.9271,281057
2024,369,260896,328,普通类,综合类,一段,0.9283,281057
2024,368,261267,371,普通类,综合类,一段,0.9296,281057
2024,367,261578,311,普通类,综合类,一段,0.9307,281057
2024,366,261892,314,普通类,综合类,一段,0.9318,281057
2024,365,262270,378,普通类,综合类,一段,0.9332,281057
2024,364,262616,346,普通类,综合类,一段,0.9344,281057
2024,363,262952,336,普通类,综合类,一段,0.9356,281057
2024,362,263258,306,普通类,综合类,一段,0.9367,281057
2024,361,263582,324,普通类,综合类,一段,0.9378,281057
2024,360,263881,299,普通类,综合类,一段,0.9389,281057
2024,359,264197,316,普通类,综合类,一段,0.94,281057
2024,358,264498,301,普通类,综合类,一段,0.9411,281057
2024,357,264816,318,普通类,综合类,一段,0.9422,281057
2024,356,265066,250,普通类,综合类,一段,0.9431,281057
2024,355,265356,290,普通类,综合类,一段,0.9441,281057
2024,354,265618,262,普通类,综合类,一段,0.9451,281057
2024,353,265880,262,普通类,综合类,一段,0.946,281057
2024,352,266175,295,普通类,综合类,一段,0.947,281057
2024,351,266441,266,普通类,综合类,一段,0.948,281057
2024,350,266709,268,普通类,综合类,一段,0.9489,281057
2024,349,266954,245,普通类,综合类,一段,0.9498,281057
2024,348,267229,275,普通类,综合类,一段,0.9508,281057
2024,347,267494,265,普通类,综合类,一段,0.9517,281057
2024,346,267778,284,普通类,综合类,一段,0.9528,281057
2024,345,268033,255,普通类,综合类,一段,0.9537,281057
2024,344,268310,277,普通类,综合类,一段,0.9546,281057
2024,343,268561,251,普通类,综合类,一段,0.9555,281057
2024,342,268811,250,普通类,综合类,一段,0.9564,281057
2024,341,269052,241,普通类,综合类,一段,0.9573,281057
2024,340,269274,222,普通类,综合类,一段,0.9581,281057
2024,339,269483,209,普通类,综合类,一段,0.9588,281057
2024,338,269709,226,普通类,综合类,一段,0.9596,281057
2024,337,269919,210,普通类,综合类,一段,0.9604,281057
2024,336,270118,199,普通类,综合类,一段,0.9611,281057
2024,335,270332,214,普通类,综合类,一段,0.9618,281057
2024,334,270557,225,普通类,综合类,一段,0.9626,281057
2024,333,270789,232,普通类,综合类,一段,0.9635,281057
2024,332,270989,200,普通类,综合类,一段,0.9642,281057
2024,331,271185,196,普通类,综合类,一段,0.9649,281057
2024,330,271364,179,普通类,综合类,一段,0.9655,281057
2024,329,271561,197,普通类,综合类,一段,0.9662,281057
2024,328,271746,185,普通类,综合类,一段,0.9669,281057
2024,327,271917,171,普通类,综合类,一段,0.9675,281057
2024,326,272100,183,普通类,综合类,一段,0.9681,281057
2024,325,272295,195,普通类,综合类,一段,0.9688,281057
2024,324,272475,180,普通类,综合类,一段,0.9695,281057
2024,323,272670,195,普通类,综合类,一段,0.9702,281057
2024,322,272839,169,普通类,综合类,一段,0.9708,281057
2024,321,272980,141,普通类,综合类,一段,0.9713,281057
2024,320,273154,174,普通类,综合类,一段,0.9719,281057
2024,319,273296,142,普通类,综合类,一段,0.9724,281057
2024,318,273444,148,普通类,综合类,一段,0.9729,281057
2024,317,273608,164,普通类,综合类,一段,0.9735,281057
2024,316,273754,146,普通类,综合类,一段,0.974,281057
2024,315,273924,170,普通类,综合类,一段,0.9746,281057
2024,314,274081,157,普通类,综合类,一段,0.9752,281057
2024,313,274235,154,普通类,综合类,一段,0.9757,281057
2024,312,274379,144,普通类,综合类,一段,0.9762,281057
2024,311,274520,141,普通类,综合类,一段,0.9767,281057
2024,310,274672,152,普通类,综合类,一段,0.9773,281057
2024,309,274808,136,普通类,综合类,一段,0.9778,281057
2024,308,274947,139,普通类,综合类,一段,0.9783,281057
2024,307,275090,143,普通类,综合类,一段,0.9788,281057
2024,306,275253,163,普通类,综合类,一段,0.9793,281057
2024,305,275390,137,普通类,综合类,一段,0.9798,281057
2024,304,275529,139,普通类,综合类,一段,0.9803,281057
2024,303,275670,141,普通类,综合类,一段,0.9808,281057
2024,302,275818,148,普通类,综合类,一段,0.9814,281057
2024,301,275953,135,普通类,综合类,一段,0.9818,281057
2024,300,276083,130,普通类,综合类,一段,0.9823,281057
2024,299,276233,150,普通类,综合类,一段,0.9828,281057
2024,298,276368,135,普通类,综合类,一段,0.9833,281057
2024,297,276503,135,普通类,综合类,一段,0.9838,281057
2024,296,276661,158,普通类,综合类,一段,0.9844,281057
2024,295,276811,150,普通类,综合类,一段,0.9849,281057
2024,294,276945,134,普通类,综合类,一段,0.9854,281057
2024,293,277098,153,普通类,综合类,一段,0.9859,281057
2024,292,277221,123,普通类,综合类,一段,0.9864,281057
2024,291,277353,132,普通类,综合类,一段,0.9868,281057
2024,290,277499,146,普通类,综合类,一段,0.9873,281057
2024,289,277641,142,普通类,综合类,一段,0.9878,281057
2024,288,277801,160,普通类,综合类,一段,0.9884,281057
2024,287,277970,169,普通类,综合类,一段,0.989,281057
2024,286,278113,143,普通类,综合类,一段,0.9895,281057
2024,285,278273,160,普通类,综合类,一段,0.9901,281057
2024,284,278437,164,普通类,综合类,一段,0.9907,281057
2024,283,278616,179,普通类,综合类,一段,0.9913,281057
2024,282,278802,186,普通类,综合类,一段,0.992,281057
2024,281,278976,174,普通类,综合类,一段,0.9926,281057
2024,280,279148,172,普通类,综合类,一段,0.9932,281057
2024,279,279313,165,普通类,综合类,一段,0.9938,281057
2024,278,279485,172,普通类,综合类,一段,0.9944,281057
2024,277,279648,163,普通类,综合类,一段,0.995,281057
2024,276,279836,188,普通类,综合类,一段,0.9957,281057
2024,275,280014,178,普通类,综合类,一段,0.9963,281057
2024,274,280192,178,普通类,综合类,一段,0.9969,281057
2024,273,280352,160,普通类,综合类,一段,0.9975,281057
2024,272,280523,171,普通类,综合类,一段,0.9981,281057
2024,271,280697,174,普通类,综合类,一段,0.9987,281057
2024,270,280865,168,普通类,综合类,一段,0.9993,281057
2024,269,281057,192,普通类,综合类,一段,1.0,281057
2025,693,343,343,普通类,综合类,一段,0.0012,290790
2025,692,395,52,普通类,综合类,一段,0.0014,290790
2025,691,446,51,普通类,综合类,一段,0.0015,290790
2025,690,513,67,普通类,综合类,一段,0.0018,290790
2025,689,593,80,普通类,综合类,一段,0.002,290790
2025,688,667,74,普通类,综合类,一段,0.0023,290790
2025,687,747,80,普通类,综合类,一段,0.0026,290790
2025,686,857,110,普通类,综合类,一段,0.0029,290790
2025,685,957,100,普通类,综合类,一段,0.0033,290790
2025,684,1093,136,普通类,综合类,一段,0.0038,290790
2025,683,1228,135,普通类,综合类,一段,0.0042,290790
2025,682,1346,118,普通类,综合类,一段,0.0046,290790
2025,681,1472,126,普通类,综合类,一段,0.0051,290790
2025,680,1617,145,普通类,综合类,一段,0.0056,290790
2025,679,1762,145,普通类,综合类,一段,0.0061,290790
2025,678,1934,172,普通类,综合类,一段,0.0067,290790
2025,677,2117,183,普通类,综合类,一段,0.0073,290790
2025,676,2314,197,普通类,综合类,一段,0.008,290790
2025,675,2541,227,普通类,综合类,一段,0.0087,290790
2025,674,2741,200,普通类,综合类,一段,0.0094,290790
2025,673,2969,228,普通类,综合类,一段,0.0102,290790
2025,672,3184,215,普通类,综合类,一段,0.0109,290790
2025,671,3437,253,普通类,综合类,一段,0.0118,290790
2025,670,3718,281,普通类,综合类,一段,0.0128,290790
2025,669,4015,297,普通类,综合类,一段,0.0138,290790
2025,668,4302,287,普通类,综合类,一段,0.0148,290790
2025,667,4604,302,普通类,综合类,一段,0.0158,290790
2025,666,4910,306,普通类,综合类,一段,0.0169,290790
2025,665,5194,284,普通类,综合类,一段,0.0179,290790
2025,664,5501,307,普通类,综合类,一段,0.0189,290790
2025,663,5863,362,普通类,综合类,一段,0.0202,290790
2025,662,6226,363,普通类,综合类,一段,0.0214,290790
2025,661,6612,386,普通类,综合类,一段,0.0227,290790
2025,660,6995,383,普通类,综合类,一段,0.0241,290790
2025,659,7330,335,普通类,综合类,一段,0.0252,290790
2025,658,7761,431,普通类,综合类,一段,0.0267,290790
2025,657,8163,402,普通类,综合类,一段,0.0281,290790
2025,656,8584,421,普通类,综合类,一段,0.0295,290790
2025,655,9037,453,普通类,综合类,一段,0.0311,290790
2025,654,9488,451,普通类,综合类,一段,0.0326,290790
2025,653,9924,436,普通类,综合类,一段,0.0341,290790
2025,652,10365,441,普通类,综合类,一段,0.0356,290790
2025,651,10810,445,普通类,综合类,一段,0.0372,290790
2025,650,11301,491,普通类,综合类,一段,0.0389,290790
2025,649,11784,483,普通类,综合类,一段,0.0405,290790
2025,648,12308,524,普通类,综合类,一段,0.0423,290790
2025,647,12852,544,普通类,综合类,一段,0.0442,290790
2025,646,13406,554,普通类,综合类,一段,0.0461,290790
2025,645,13941,535,普通类,综合类,一段,0.0479,290790
2025,644,14489,548,普通类,综合类,一段,0.0498,290790
2025,643,15035,546,普通类,综合类,一段,0.0517,290790
2025,642,15626,591,普通类,综合类,一段,0.0537,290790
2025,641,16192,566,普通类,综合类,一段,0.0557,290790
2025,640,16817,625,普通类,综合类,一段,0.0578,290790
2025,639,17433,616,普通类,综合类,一段,0.06,290790
2025,638,18134,701,普通类,综合类,一段,0.0624,290790
2025,637,18815,681,普通类,综合类,一段,0.0647,290790
2025,636,19448,633,普通类,综合类,一段,0.0669,290790
2025,635,20114,666,普通类,综合类,一段,0.0692,290790
2025,634,20890,776,普通类,综合类,一段,0.0718,290790
2025,633,21651,761,普通类,综合类,一段,0.0745,290790
2025,632,22365,714,普通类,综合类,一段,0.0769,290790
2025,631,23127,762,普通类,综合类,一段,0.0795,290790
2025,630,23836,709,普通类,综合类,一段,0.082,290790
2025,629,24600,764,普通类,综合类,一段,0.0846,290790
2025,628,25365,765,普通类,综合类,一段,0.0872,290790
2025,627,26164,799,普通类,综合类,一段,0.09,290790
2025,626,27005,841,普通类,综合类,一段,0.0929,290790
2025,625,27798,793,普通类,综合类,一段,0.0956,290790
2025,624,28606,808,普通类,综合类,一段,0.0984,290790
2025,623,29480,874,普通类,综合类,一段,0.1014,290790
2025,622,30381,901,普通类,综合类,一段,0.1045,290790
2025,621,31221,840,普通类,综合类,一段,0.1074,290790
2025,620,32114,893,普通类,综合类,一段,0.1104,290790
2025,619,33035,921,普通类,综合类,一段,0.1136,290790
2025,618,33926,891,普通类,综合类,一段,0.1167,290790
2025,617,34876,950,普通类,综合类,一段,0.1199,290790
2025,616,35870,994,普通类,综合类,一段,0.1234,290790
2025,615,36835,965,普通类,综合类,一段,0.1267,290790
2025,614,37785,950,普通类,综合类,一段,0.1299,290790
2025,613,38811,1026,普通类,综合类,一段,0.1335,290790
2025,612,39811,1000,普通类,综合类,一段,0.1369,290790
2025,611,40819,1008,普通类,综合类,一段,0.1404,290790
2025,610,41842,1023,普通类,综合类,一段,0.1439,290790
2025,609,42849,1007,普通类,综合类,一段,0.1474,290790
2025,608,43942,1093,普通类,综合类,一段,0.1511,290790
2025,607,45001,1059,普通类,综合类,一段,0.1548,290790
2025,606,46041,1040,普通类,综合类,一段,0.1583,290790
2025,605,47051,1010,普通类,综合类,一段,0.1618,290790
2025,604,48104,1053,普通类,综合类,一段,0.1654,290790
2025,603,49197,1093,普通类,综合类,一段,0.1692,290790
2025,602,50295,1098,普通类,综合类,一段,0.173,290790
2025,601,51406,1111,普通类,综合类,一段,0.1768,290790
2025,600,52529,1123,普通类,综合类,一段,0.1806,290790
2025,599,53612,1083,普通类,综合类,一段,0.1844,290790
2025,598,54726,1114,普通类,综合类,一段,0.1882,290790
2025,597,55840,1114,普通类,综合类,一段,0.192,290790
2025,596,57019,1179,普通类,综合类,一段,0.1961,290790
2025,595,58143,1124,普通类,综合类,一段,0.1999,290790
2025,594,59273,1130,普通类,综合类,一段,0.2038,290790
